pathway_namespace	pathway_identifier	pathway_name	snps
reactome	R-HSA-111931	PKA-mediated phosphorylation of CREB	rs2601828,rs263238,rs13224682,rs2877716,rs7798500
reactome	R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors	
reactome	R-HSA-109703	PKB-mediated events	
reactome	R-HSA-3214841	PKMTs methylate histone lysines	rs2900333,rs7665090,rs2651899,rs2517388,rs6774494,rs17050782
reactome	R-HSA-112043	PLC beta mediated events	rs2283792,rs999943,rs6056209,rs2306677,rs758642,rs2877716,rs263238,rs1127065,rs3889237,rs2601828,rs13224682,rs6118083,rs7798500,rs10491334,rs1869901
reactome	R-HSA-167021	PLC-gamma1 signalling	
reactome	R-HSA-1251932	PLCG1 events in ERBB2 signaling	rs11979158
reactome	R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	rs3219090
reactome	R-HSA-2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	rs744166,rs10521222,rs6068020,rs11767557,rs3130501
reactome	R-HSA-2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	rs3130501
reactome	R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	
reactome	R-HSA-1989781	PPARA activates gene expression	rs2515629,rs12272004,rs2575876,rs2645424,rs12686004,rs809736,rs339969,rs12188164,rs4149268,rs11868035,rs174546,rs13236689,rs2470893,rs7120118,rs3905000,rs3743266,rs7315438,rs3846662,rs2103868,rs32579,rs11666579,rs11071559,rs12423712,rs6051520,rs340029,rs4651156,rs3784609
reactome	R-HSA-212300	PRC2 methylates histones and DNA	rs6941421,rs1953126
reactome	R-HSA-5674404	PTEN Loss of Function in Cancer	
reactome	R-HSA-6807070	PTEN Regulation	rs1713985,rs2283792,rs17036350,rs5742915,rs12484776,rs6774494,rs139909,rs9623117,rs4132509,rs9357155,rs6068020,rs4601609,rs831571
reactome	R-HSA-8849474	PTK6 Activates STAT3	rs744166
reactome	R-HSA-8849472	PTK6 Down-Regulation	
reactome	R-HSA-8849473	PTK6 Expression	rs7579899
reactome	R-HSA-8849470	PTK6 Regulates Cell Cycle	rs2069408,rs8102137,rs10876993
reactome	R-HSA-8849468	PTK6 Regulates Proteins Involved in RNA Processing	rs673604,rs6455128
reactome	R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	rs2032794,rs13230047,rs11984075,rs741301,rs10488031
reactome	R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	rs1552224
reactome	R-HSA-8857538	PTK6 promotes HIF1A stabilization	rs11979158
reactome	R-HSA-171306	Packaging Of Telomere Ends	
reactome	R-HSA-168303	Packaging of Eight RNA Segments	
reactome	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	rs6056,rs10444502,rs4767631,rs1127065,rs1378942,rs786870,rs2283792,rs10758669,rs11065987
reactome	R-HSA-432047	Passive transport by Aquaporins	
reactome	R-HSA-167290	Pausing and recovery of HIV elongation	rs6761
reactome	R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	rs6761
reactome	R-HSA-71336	Pentose phosphate pathway	
reactome	R-HSA-6791465	Pentose phosphate pathway disease	
reactome	R-HSA-156902	Peptide chain elongation	rs2280401,rs6604026,rs12580100,rs10507380
reactome	R-HSA-209952	Peptide hormone biosynthesis	rs7789197
reactome	R-HSA-2980736	Peptide hormone metabolism	rs11739663,rs7903146,rs7111341,rs6044777,rs4814615,rs4343,rs9985399,rs7789197,rs6918152,rs11581062,rs5742692,rs7901695,rs13266634,rs4329,rs10488172,rs852069,rs12210050
reactome	R-HSA-375276	Peptide ligand-binding receptors	rs12970134,rs1403543,rs1010254,rs13314993,rs10871777,rs6842241,rs3093024,rs571312,rs882300,rs572169,rs154659,rs3093023,rs3758354,rs4785763,rs6421571,rs2274459,rs951005,rs710446,rs630923,rs1746048
reactome	R-HSA-390918	Peroxisomal lipid metabolism	rs7374394,rs7590720,rs4986172,rs17483466,rs7578982,rs4849121
reactome	R-HSA-9033241	Peroxisomal protein import	rs16912145,rs12741973,rs7590720,rs7374394,rs4795067
reactome	R-HSA-9005895	Pervasive developmental disorders	rs8028182,rs10491334,rs12423712
reactome	R-HSA-5576892	Phase 0 - rapid depolarisation	rs12053903,rs6795970,rs2070615,rs1127065,rs975121,rs13015447,rs3922844,rs7076247,rs2281845,rs216013,rs6800541,rs7069923
reactome	R-HSA-5576894	Phase 1 - inactivation of fast Na+ channels	rs11957313,rs358592
reactome	R-HSA-5576893	Phase 2 - plateau phase	rs163182,rs2070615,rs727957,rs1440072,rs2237892,rs2237878,rs179429,rs12576239,rs7076247,rs2281845,rs216013,rs2237886,rs2270676,rs7069923
reactome	R-HSA-5576890	Phase 3 - rapid repolarisation	rs163182,rs4725982,rs3807375,rs727957,rs1440072,rs2237892,rs179429,rs12576239,rs2237886,rs2270676,rs2237878
reactome	R-HSA-5576886	Phase 4 - resting membrane potential	rs4640244,rs8079702,rs6544997
reactome	R-HSA-211945	Phase I - Functionalization of compounds	rs4086116,rs2068888,rs2899472,rs991316,rs2108622,rs12772169,rs2185570,rs1789924,rs12188164,rs2470893,rs1057910,rs3027409,rs2305707,rs12073837,rs1789891,rs12767583,rs10509680,rs2248359,rs2472304
reactome	R-HSA-156580	Phase II - Conjugation of compounds	rs887829,rs1495741,rs6742078,rs2847476,rs9473582,rs6686643,rs4148325,rs433598,rs11892031,rs5751901,rs2472304
reactome	R-HSA-8963691	Phenylalanine and tyrosine metabolism	
reactome	R-HSA-8964208	Phenylalanine metabolism	
reactome	R-HSA-2160456	Phenylketonuria	
reactome	R-HSA-8850843	Phosphate bond hydrolysis by NTPDase proteins	
reactome	R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins	
reactome	R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	rs1458038,rs17369571,rs2121875,rs152528
reactome	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	rs1458038,rs4338740,rs2981579,rs1219648,rs17369571,rs2121875,rs152528
reactome	R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3	rs1458038,rs152528
reactome	R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4	rs152528
reactome	R-HSA-1483257	Phospholipid metabolism	rs2284063,rs10460009,rs6585827,rs4664308,rs12537,rs738322,rs2302189,rs2285714,rs1857353,rs6001027,rs1202199,rs494620,rs1902341,rs4129767,rs7435,rs2736428
reactome	R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	rs3129882,rs864537,rs2056626,rs9277535,rs2856718,rs7775228,rs10484561,rs9357152,rs3129890,rs2301271,rs987870,rs3077,rs3135363,rs13192471,rs9275698,rs6903608,rs7765379,rs660895,rs3135338,rs2647012,rs1378942,rs9271366,rs2476601,rs9275572,rs7774434,rs2858331,rs2647044,rs7453920,rs6457617
reactome	R-HSA-176417	Phosphorylation of Emi1	
reactome	R-HSA-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	rs8102137,rs2069408
reactome	R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	
reactome	R-HSA-176412	Phosphorylation of the APC/C	rs16912145
reactome	R-HSA-5578768	Physiological factors	rs2580816,rs3825214
reactome	R-HSA-5205685	Pink/Parkin Mediated Mitophagy	rs2075650,rs157580
reactome	R-HSA-8963898	Plasma lipoprotein assembly	rs541041,rs3905000,rs2515629,rs693,rs6754295,rs2575876,rs12686004,rs673548,rs4149268
reactome	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	rs2842483,rs1532085,rs12678919,rs3825776,rs6602175,rs10468017,rs12686004,rs4939883,rs6511720,rs4765623,rs673548,rs541041,rs1800775,rs7120118,rs1801239,rs10512049,rs1412444,rs11254363,rs1805081,rs11206510,rs10508517,rs3764261,rs12708980,rs4775031,rs7561273,rs1864163,rs2515629,rs693,rs6754295,rs12272004,rs2575876,rs425215,rs11668477,rs6065904,rs3757354,rs10096633,rs4149268,rs6919346,rs3905000,rs2083637,rs7499892,rs1532624,rs9989419,rs11057830,rs2228671
reactome	R-HSA-8964043	Plasma lipoprotein clearance	rs1532085,rs693,rs6754295,rs3825776,rs6602175,rs10468017,rs6511720,rs11668477,rs3757354,rs4765623,rs673548,rs541041,rs7120118,rs1801239,rs1412444,rs11254363,rs1805081,rs11206510,rs10508517,rs11057830,rs2228671,rs4775031
reactome	R-HSA-8963899	Plasma lipoprotein remodeling	rs7561273,rs2842483,rs1532085,rs1864163,rs12678919,rs693,rs6754295,rs3825776,rs12272004,rs425215,rs10468017,rs4939883,rs6065904,rs673548,rs10096633,rs541041,rs1800775,rs6919346,rs10512049,rs2083637,rs7499892,rs1532624,rs9989419,rs3764261,rs12708980,rs4775031
reactome	R-HSA-75896	Plasmalogen biosynthesis	
reactome	R-HSA-75892	Platelet Adhesion to exposed collagen	rs441051,rs1551943,rs6065
reactome	R-HSA-76009	Platelet Aggregation (Plug Formation)	rs290986,rs6056,rs8035957,rs786870,rs6065,rs441051,rs869244,rs1378942
reactome	R-HSA-76002	Platelet activation, signaling and aggregation	rs17525472,rs569214,rs6056,rs291353,rs1926657,rs10871454,rs6561030,rs7595037,rs4142110,rs798544,rs838705,rs4148441,rs3753242,rs6136,rs2283792,rs1569476,rs3811647,rs999943,rs1182188,rs6065,rs17035378,rs1004446,rs1012053,rs783147,rs1378942,rs3780792,rs786870,rs12476289,rs6448771,rs10092658,rs2306677,rs11880198,rs1799852,rs9898,rs10495928,rs441051,rs717615,rs290986,rs8035957,rs2268983,rs1049296,rs869244,rs9472138,rs749005,rs6532197,rs1867504,rs11248060,rs13236689,rs12344583,rs798497,rs6504218,rs3889237,rs5742692,rs4148546,rs710446
reactome	R-HSA-418360	Platelet calcium homeostasis	rs11065611,rs999943,rs2306677,rs6807064,rs2681492,rs2681472,rs12883884
reactome	R-HSA-114608	Platelet degranulation	rs17525472,rs569214,rs6056,rs1926657,rs9898,rs1799852,rs7595037,rs717615,rs2268983,rs4148441,rs1049296,rs9472138,rs6136,rs749005,rs10092658,rs1867504,rs1569476,rs6532197,rs3811647,rs13236689,rs6448771,rs17035378,rs1004446,rs783147,rs6504218,rs5742692,rs12476289,rs4148546,rs710446
reactome	R-HSA-418346	Platelet homeostasis	rs4979906,rs2306677,rs291353,rs693,rs6754295,rs7922491,rs12418204,rs11065611,rs673548,rs710841,rs541041,rs999943,rs3796804,rs4795067,rs2681472,rs12883884,rs6504218,rs11158493,rs6807064,rs2681492
reactome	R-HSA-432142	Platelet sensitization by LDL	rs541041,rs6754295,rs693,rs11158493,rs673548,rs6504218
reactome	R-HSA-164525	Plus-strand DNA synthesis	
reactome	R-HSA-156711	Polo-like kinase mediated events	rs438034
reactome	R-HSA-69091	Polymerase switching	rs690705,rs2277339
reactome	R-HSA-174411	Polymerase switching on the C-strand of the telomere	rs690705,rs2277339
reactome	R-HSA-5250913	Positive epigenetic regulation of rRNA expression	rs2240466,rs7097,rs8321
reactome	R-HSA-438064	Post NMDA receptor activation events	rs242557,rs12658202,rs10898392,rs3885683,rs3110496,rs1127065,rs7795096,rs7805747,rs4764043,rs8070723,rs2283792,rs10501570,rs2160519,rs12807809,rs263238,rs758642,rs4764039,rs3743200,rs17148090,rs13224682,rs7798500,rs10491334,rs2439312
reactome	R-HSA-389977	Post-chaperonin tubulin folding pathway	
reactome	R-HSA-426496	Post-transcriptional silencing by small RNAs	rs12484776,rs139909,rs9623117
reactome	R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	rs975334,rs9467160,rs7159841,rs4698412,rs4538475,rs2294008,rs992564,rs9943849,rs11243676,rs10494067,rs12141391,rs10935268,rs2619566,rs1550976,rs1883415,rs952700,rs2568958
reactome	R-HSA-597592	Post-translational protein modification	rs1990760,rs17608766,rs10438933,rs1816002,rs968451,rs484959,rs17116334,rs2011905,rs3815148,rs673548,rs7539409,rs7603514,rs11206510,rs4293393,rs1490453,rs7647307,rs4815617,rs4698412,rs1427593,rs3790844,rs1667394,rs1867504,rs1999805,rs2298574,rs2294008,rs7208487,rs13390159,rs12199222,rs365132,rs3772130,rs1883415,rs5743289,rs9302752,rs1992950,rs2280543,rs710446,rs17525472,rs2233287,rs2158836,rs1342326,rs10259085,rs10865331,rs3769124,rs5031002,rs6868223,rs9642880,rs2327832,rs16912145,rs10935268,rs1550976,rs339969,rs4294134,rs3811647,rs1471403,rs1109501,rs6031882,rs6710518,rs4906172,rs10937275,rs2239785,rs11071559,rs12423712,rs2413583,rs10036748,rs3768716,rs310501,rs987237,rs7159841,rs4948418,rs6754295,rs7111341,rs7993214,rs2811893,rs10743430,rs7183263,rs809736,rs910316,rs11107116,rs516636,rs1568657,rs10873876,rs975334,rs10512597,rs5943057,rs1386330,rs11602954,rs340029,rs2229741,rs199533,rs10913469,rs307896,rs12658202,rs501764,rs454305,rs4939827,rs275380,rs12431733,rs12143943,rs40457,rs9378688,rs2336725,rs7579899,rs541041,rs4689388,rs3743266,rs3219090,rs543650,rs17085007,rs10760706,rs2967605,rs7937,rs1394125,rs3784609,rs633715,rs952700,rs5919432,rs12899618,rs6795735,rs693,rs13333226,rs10483776,rs4533267,rs10761482,rs5742915,rs11220462,rs8016947,rs183211,rs2823455,rs12141391,rs2568958,rs10994397,rs16861329,rs17030613,rs4842838,rs17083844,rs337847,rs7698623,rs7249094,rs2236653,rs744910,rs2076756,rs6625163,rs8007846,rs2860580,rs2216228,rs2504063,rs4821112,rs4444235,rs4538475,rs9467160,rs7120118,rs8028182,rs9943849,rs12138950,rs794185,rs12913832,rs7136572,rs12741973,rs9310736,rs1799852,rs12272004,rs6902771,rs17556665,rs992564,rs11898505,rs610604,rs11243676,rs4227,rs1049296,rs5754217,rs2430212,rs4072037,rs6435862,rs1539019,rs655601,rs7159888,rs10494067,rs2230926,rs2619566,rs9357155,rs831571,rs10133111
reactome	R-HSA-8957275	Post-translational protein phosphorylation	rs17525472,rs2158836,rs12431733,rs1799852,rs693,rs7698623,rs12272004,rs484959,rs6754295,rs710446,rs1049296,rs673548,rs4444235,rs1867504,rs4689388,rs3811647,rs541041,rs1471403,rs2298574,rs2239785,rs5943057,rs11206510,rs310501
reactome	R-HSA-622327	Postsynaptic nicotinic acetylcholine receptors	rs950776,rs1051730,rs8042374,rs12914385
reactome	R-HSA-1296071	Potassium Channels	rs10504543,rs2116078,rs4979906,rs291353,rs3807375,rs958798,rs5215,rs2237892,rs2247572,rs179429,rs12576239,rs2237886,rs17716942,rs13376333,rs4725982,rs8079702,rs4640244,rs29232,rs5219,rs2053506,rs163182,rs2237878
reactome	R-HSA-1296067	Potassium transport channels	
reactome	R-HSA-1912422	Pre-NOTCH Expression and Processing	rs3131296,rs12484776,rs11220462,rs443198,rs2236653,rs139909,rs9623117,rs404860,rs11065611,rs4601609,rs9296015
reactome	R-HSA-1912420	Pre-NOTCH Processing in Golgi	rs11065611,rs3131296,rs443198,rs11220462,rs2236653,rs404860,rs9296015
reactome	R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	rs443198,rs9296015,rs3131296,rs404860
reactome	R-HSA-1912408	Pre-NOTCH Transcription and Translation	rs4601609,rs139909,rs12484776,rs3131296,rs443198,rs9623117,rs404860,rs9296015
reactome	R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	
reactome	R-HSA-196108	Pregnenolone biosynthesis	rs4723738
reactome	R-HSA-112308	Presynaptic depolarization and calcium channel opening	rs2070615,rs7076247,rs7069923
reactome	R-HSA-500657	Presynaptic function of Kainate receptors	rs6056209,rs291353,rs6118083,rs1869901
reactome	R-HSA-622323	Presynaptic nicotinic acetylcholine receptors	rs950776,rs1051730,rs8042374,rs12914385
reactome	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	rs999737,rs1801516,rs730566,rs11661542,rs6435862,rs911263,rs1956529,rs690705,rs2244012,rs2718812,rs3768716
reactome	R-HSA-3215018	Processing and activation of SUMO	rs307896
reactome	R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	rs4516970,rs9487094,rs6761,rs606458,rs12199222,rs3867498,rs11205277,rs4811196,rs4294134
reactome	R-HSA-75067	Processing of Capped Intronless Pre-mRNA	
reactome	R-HSA-5693607	Processing of DNA double-strand break ends	rs1801516,rs2069408,rs730566,rs11661542,rs6435862,rs690705,rs365132,rs2244012,rs1667394,rs2718812,rs12913832,rs3768716
reactome	R-HSA-77595	Processing of Intronless Pre-mRNAs	
reactome	R-HSA-8949664	Processing of SMDT1	
reactome	R-HSA-174414	Processive synthesis on the C-strand of the telomere	
reactome	R-HSA-69183	Processive synthesis on the lagging strand	rs2277339
reactome	R-HSA-5357801	Programmed Cell Death	rs210138,rs6845865,rs242557,rs744166,rs768048,rs13278062,rs710521,rs7610017,rs10937405,rs8070723,rs1941184,rs11141915,rs210134,rs2234978,rs2283792,rs11618202,rs9929218,rs477895,rs8192917,rs4132509,rs7504990,rs9357155,rs7236477,rs2084385,rs831571
reactome	R-HSA-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	
reactome	R-HSA-1170546	Prolactin receptor signaling	rs13188386,rs1341239,rs10758669,rs979233
reactome	R-HSA-70688	Proline catabolism	
reactome	R-HSA-169893	Prolonged ERK activation events	rs7587928,rs10748128,rs2283792
reactome	R-HSA-71032	Propionyl-CoA catabolism	
reactome	R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	rs291353
reactome	R-HSA-391908	Prostanoid ligand receptors	rs4613763,rs4650608
reactome	R-HSA-391251	Protein folding	rs8102137,rs744166,rs291353,rs10456809,rs429608,rs4903031
reactome	R-HSA-9609507	Protein localization	rs4471028,rs805303,rs12741973,rs3117582,rs7374394,rs4795067,rs6052699,rs2075650,rs16912145,rs6107516,rs7590720,rs7085433,rs157580
reactome	R-HSA-8876725	Protein methylation	
reactome	R-HSA-5676934	Protein repair	rs11775334,rs10506525,rs7017212
reactome	R-HSA-8852135	Protein ubiquitination	rs16912145,rs12741973,rs2860580,rs2336725,rs1394125,rs5754217,rs4821112
reactome	R-HSA-6794362	Protein-protein interactions at synapses	rs12658202,rs10898392,rs9806762,rs3885683,rs7044355,rs12500426,rs7713917,rs10146997,rs4764043,rs11848785,rs13074924,rs10501570,rs2160519,rs1975197,rs17584499,rs4764039,rs7769153,rs7626795,rs10831496,rs2475335,rs649891,rs17148090,rs9290936,rs17021918
reactome	R-HSA-433692	Proton-coupled monocarboxylate transport	
reactome	R-HSA-428559	Proton-coupled neutral amino acid transporters	
reactome	R-HSA-427975	Proton/oligopeptide cotransporters	rs1385374,rs4285028
reactome	R-HSA-74259	Purine catabolism	rs873917,rs11143230
reactome	R-HSA-73817	Purine ribonucleoside monophosphate biosynthesis	
reactome	R-HSA-74217	Purine salvage	rs7924176
reactome	R-HSA-500753	Pyrimidine biosynthesis	
reactome	R-HSA-73621	Pyrimidine catabolism	rs470119,rs873917,rs2074955,rs37369
reactome	R-HSA-73614	Pyrimidine salvage	rs470119,rs4657482,rs2074955
reactome	R-HSA-71737	Pyrophosphate hydrolysis	
reactome	R-HSA-70268	Pyruvate metabolism	rs2896526
reactome	R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	rs6792584,rs2896526,rs732528
reactome	R-HSA-5365859	RA biosynthesis pathway	rs1789924,rs2068888,rs1789891
reactome	R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs	rs7570971,rs4954218,rs10818854,rs10498635,rs12134279,rs1386330,rs4132509,rs6046396,rs6494537,rs10237118,rs2479106
reactome	R-HSA-8873719	RAB geranylgeranylation	rs2967605,rs10512597,rs7937,rs1386330
reactome	R-HSA-5673000	RAF activation	rs11065987,rs10758669,rs1127065,rs11158493
reactome	R-HSA-112409	RAF-independent MAPK1/3 activation	rs280519,rs6691170,rs5945326,rs4537545,rs6687758,rs12720356,rs4129267,rs2283792,rs10758669
reactome	R-HSA-5673001	RAF/MAP kinase cascade	rs1350666,rs6056,rs10444502,rs454305,rs10898392,rs3885683,rs5945326,rs1876518,rs6687758,rs4338740,rs4143832,rs12821256,rs4764043,rs1436109,rs2283792,rs2121875,rs2160519,rs10748128,rs4764039,rs7578326,rs152528,rs3743200,rs2032794,rs1378942,rs2981579,rs17148090,rs786870,rs17369571,rs706779,rs2439312,rs11065987,rs3782181,rs10758669,rs12279261,rs1484170,rs2114039,rs11898505,rs892055,rs3118470,rs10243024,rs1127065,rs8035957,rs7025486,rs2104286,rs10501570,rs7090512,rs1458038,rs1219648,rs2075726,rs6691170,rs4767631,rs7677751,rs11158493,rs2284033,rs7911500,rs9357155,rs2943641,rs12251307,rs11979158,rs995030,rs831571
reactome	R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	
reactome	R-HSA-8853659	RET signaling	rs3889237,rs12540874,rs10748128,rs3805236,rs17581368
reactome	R-HSA-195258	RHO GTPase Effectors	rs5919432,rs8042680,rs5031002,rs4742269,rs438034,rs735854,rs1493682,rs6625163,rs2735839,rs3753242,rs2283792,rs7112925,rs6699417,rs4821469,rs1007738,rs4906172,rs9929218,rs11158493,rs3889237,rs4821544,rs2084385,rs10411210
reactome	R-HSA-5663220	RHO GTPases Activate Formins	rs1493682,rs1007738,rs4906172,rs438034,rs7112925,rs11158493
reactome	R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	rs3753242,rs4821544,rs2283792,rs3889237
reactome	R-HSA-5627117	RHO GTPases Activate ROCKs	rs735854,rs4821469
reactome	R-HSA-5666185	RHO GTPases Activate Rhotekin and Rhophilins	rs10411210
reactome	R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	rs2283792
reactome	R-HSA-5625900	RHO GTPases activate CIT	rs735854,rs4821469,rs8042680
reactome	R-HSA-5626467	RHO GTPases activate IQGAPs	rs9929218
reactome	R-HSA-5625970	RHO GTPases activate KTN1	
reactome	R-HSA-5627123	RHO GTPases activate PAKs	rs735854,rs2084385,rs4821469
